business_name,author_name,text,photo,rating,rating_category,language,text_en,review_length,word_count,char_count,avg_word_length,sentiment_polarity,sentiment_subjectivity,tfidf_ambiance,tfidf_ate,tfidf_atmosphere,tfidf_bad,tfidf_beautiful,tfidf_best,tfidf_bit,tfidf_bread,tfidf_breakfast,tfidf_came,tfidf_clean,tfidf_come,tfidf_definitely,tfidf_delicious,tfidf_didn,tfidf_eat,tfidf_employees,tfidf_excellent,tfidf_expensive,tfidf_fast,tfidf_flavors,tfidf_food,tfidf_friendly,tfidf_good,tfidf_great,tfidf_high,tfidf_like,tfidf_liked,tfidf_little,tfidf_meat,tfidf_menu,tfidf_nice,tfidf_pizza,tfidf_place,tfidf_price,tfidf_prices,tfidf_quality,tfidf_really,tfidf_reasonable,tfidf_recommend,tfidf_restaurant,tfidf_say,tfidf_service,tfidf_staff,tfidf_taste,tfidf_tasty,tfidf_time,tfidf_tl,tfidf_view,tfidf_waiters,has_photo,rating_category_encoded,language_encoded
Haci'nin Yeri - Yigit Lokantasi,Onur Celebi,the food was just like the ones my mother made prices were reasonable,dataset/taste/hacinin_yeri_onur_celebi.png,5,taste,en,the food was just like the ones my mother made prices were reasonable,13,13,69,4.384615384615385,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42438732554093556,0.0,0.0,0.0,0.0,0.5207792227978455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43810692281298846,0.0,0.0,0.5972827832824399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2
Pizza Fellas,Kadir Tasci,the ambiance of the place is nice when we went there was a lot of queue and after waiting for a while they took our place the friend who took our order said half a half pizza and we preferred half chicken and half steak two people were easily satisfied a lot of patterns,dataset/indoor_atmosphere/pizza_fellas_kadir_tasci.png,5,indoor_atmosphere,en,the ambiance of the place is nice when we went there was a lot of queue and after waiting for a while they took our place the friend who took our order said half a half pizza and we preferred half chicken and half steak two people were easily satisfied a lot of patterns,54,54,270,4.018518518518518,-0.023809523809523787,0.5166666666666667,0.5179629640846447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34680308225885764,0.5002439522236175,0.6009974860480702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2
Pizza Fellas,Serkan Colak,flavor it has nothing but dough taste labor not befitting a touristic place service there was no wet wipes and napkins on the table but there was no sympathetic family to say this service and this taste were not available at this price,dataset/taste/pizza_fellas_serkan_colak.png,2,taste,en,flavor it has nothing but dough taste labor not befitting a touristic place service there was no wet wipes and napkins on the table but there was no sympathetic family to say this service and this taste were not available at this price,43,43,235,4.488372093023256,-0.13333333333333333,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24288047859561035,0.3664278924811588,0.0,0.0,0.0,0.0,0.0,0.0,0.4136308293755122,0.5692495093677917,0.0,0.5582151966792359,0.0,0.0,0.0,0.0,0.0,1,3,2
Pizza Fellas,Selim Cun,it is in the center easy to reach close to the parking lot the prices are partially affordable the products are delicious but not quite satisfying the seating places are cramped the place is a little flat,dataset/indoor_atmosphere/pizza_fellas_selim_cun.png,4,indoor_atmosphere,en,it is in the center easy to reach close to the parking lot the prices are partially affordable the products are delicious but not quite satisfying the seating places are cramped the place is a little flat,37,37,204,4.54054054054054,0.2172619047619048,0.5511904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43604359873216825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6160348780566521,0.0,0.0,0.0,0.0,0.40998133945611365,0.0,0.5121350508608019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2
Pizza Fellas,Zeki Celik,they make delicious pizza with nice ingredients on thin dough slice pizza and all pizza options are available you can try two different flavors as a whole by making two different choices for the whole pizza we wanted the mushroom and sausage it was very nice warm and it was cooked in its consistency without drying the ingredients,dataset/outdoor_atmosphere/pizza_fellas_zeki_celik.png,5,outdoor_atmosphere,en,they make delicious pizza with nice ingredients on thin dough slice pizza and all pizza options are available you can try two different flavors as a whole by making two different choices for the whole pizza we wanted the mushroom and sausage it was very nice warm and it was cooked in its consistency without drying the ingredients,58,58,331,4.724137931034483,0.338,0.6849999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14509089905854772,0.0,0.0,0.0,0.0,0.0,0.0,0.23371466021940537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3148796769404837,0.9083924689575352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2
Pizza Fellas,Mustafa Caliskan,it s in a nice place but it s very small and their pizza is not that good to be exaggerated pizza dough is nice and thin they do not offer advice to the customer,dataset/taste/pizza_fellas_mustafa_caliskan.png,3,taste,en,it s in a nice place but it s very small and their pizza is not that good to be exaggerated pizza dough is nice and thin they do not offer advice to the customer,35,35,161,3.6285714285714286,0.11249999999999995,0.8283333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2252530639382996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5389259367411233,0.7773703705146615,0.23348490088228152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2
Pizza Fellas,Deniz Bilgin,i strongly recommend if i come to the taste part it was very enjoyable to eat with their special sauces also the whole pizza was huge,dataset/outdoor_atmosphere/pizza_fellas_deniz_bilgin.png,5,outdoor_atmosphere,en,i strongly recommend if i come to the taste part it was very enjoyable to eat with their special sauces also the whole pizza was huge,26,26,133,4.153846153846154,0.40809523809523807,0.676952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506197051215661,0.0,0.0,0.0,0.45717509253971916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49186643736976715,0.0,0.0,0.0,0.0,0.0,0.0,0.4213520414009671,0.0,0.0,0.0,0.0,0.33953695689612234,0.0,0.0,0.0,0.0,0.0,1,2,2
Pizza Fellas,Cihan Tas,it is very tasty similar to italian pizzas roast beef and mohair 180 tl other pizzas 150 tl an adult male eats 6 slices pizzas are one size and 8 slices,dataset/menu/pizza_fellas_cihan_tas.png,4,menu,en,it is very tasty similar to italian pizzas roast beef and mohair 180 tl other pizzas 150 tl an adult male eats 6 slices pizzas are one size and 8 slices,31,31,152,3.935483870967742,0.02916666666666667,0.24583333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4429108726564062,0.0,0.8965656467223918,0.0,0.0,1,1,2
Pizza Fellas,Seda Sinem,do not come around marmaris and do not leave without eating pizza at pizza fellas we ate mixed pizza they can make two types of pizza so delicious,dataset/taste/pizza_fellas_seda_sinem.png,5,taste,en,do not come around marmaris and do not leave without eating pizza at pizza fellas we ate mixed pizza they can make two types of pizza so delicious,28,28,146,4.25,0.5,0.625,0.0,0.20950393063019562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24077590451354886,0.0,0.14947454483475844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9358378210473343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2
Pizza Fellas,Nesrin Kuyumcu,i never thought that the best pizza i ve ever eaten would be in akyaka thin pizzas are very tasty and the options are very good we recommend it to everyone who comes to akyaka,dataset/menu/pizza_fellas_nesrin_kuyumcu.png,5,menu,en,i never thought that the best pizza i ve ever eaten would be in akyaka thin pizzas are very tasty and the options are very good we recommend it to everyone who comes to akyaka,35,35,175,4.0285714285714285,0.4275,0.5575000000000001,0.0,0.0,0.0,0.0,0.0,0.5082789762057627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28272080801124827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878485900109875,0.0,0.0,0.0,0.0,0.0,0.0,0.4179101960989942,0.0,0.0,0.0,0.0,0.0,0.49907539338809354,0.0,0.0,0.0,0.0,1,1,2
Pizza Fellas,Okan Uslu,it was as if a very delicious italian chef had come out of his hands you can eat with pleasure the owners are very good people i recommend,dataset/indoor_atmosphere/pizza_fellas_okan_uslu.png,4,indoor_atmosphere,en,it was as if a very delicious italian chef had come out of his hands you can eat with pleasure the owners are very good people i recommend,28,28,138,3.9642857142857144,0.6366666666666666,0.5933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5580533994797506,0.0,0.34644155132238935,0.0,0.504009483928354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31425055674501795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4645166116966656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2
Pizza Fellas,Huseyin Uysal,the pizza is big enough for 2 people the dough is very thin price is between 120 140 tl,dataset/taste/pizza_fellas_huseyin_uysal.png,4,taste,en,the pizza is big enough for 2 people the dough is very thin price is between 120 140 tl,19,19,87,3.6315789473684212,-0.17333333333333334,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5878877384687803,0.0,0.5327839456836831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6087111582514233,0.0,0.0,1,3,2
Cafe Inn,Dila Kocatepe,the environment the interest and friendliness of the employees the taste is incredible it is so beautiful inside that you do not prefer to sit at the bottom of the sea depending on the day there are also things that are not written on the menu be sure to check it out hours have passed since the meal we are still talking about the beef brisket,dataset/indoor_atmosphere/cafe_inn_dila_kocatepe.png,5,indoor_atmosphere,en,the environment the interest and friendliness of the employees the taste is incredible it is so beautiful inside that you do not prefer to sit at the bottom of the sea depending on the day there are also things that are not written on the menu be sure to check it out hours have passed since the meal we are still talking about the beef brisket,66,66,344,4.2272727272727275,0.75,0.9296296296296296,0.0,0.0,0.0,0.0,0.514966942050878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5193765778686791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56122067515911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3874124065258371,0.0,0.0,0.0,0.0,0.0,1,0,2
Cafe Inn,Hooman Sadati,without any taste how they are at the first rank we ate cafe inn pizza it was 70 tl,dataset/taste/cafe_inn_hooman_sadati.png,1,taste,en,without any taste how they are at the first rank we ate cafe inn pizza it was 70 tl,19,19,83,3.4210526315789473,-0.275,0.6166666666666667,0.0,0.4892128554655434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546318977536683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3771257175409951,0.0,0.0,0.5656700009720439,0.0,0.0,1,3,2
Cafe Inn,Serap Gunay,pizza is delicious i can say it is one of the rare tastes prices are in the 200 300 range and one pizza is more than enough for two people if you are not very hungry the scenery is already gorgeous,dataset/indoor_atmosphere/cafe_inn_serap_gunay.png,5,indoor_atmosphere,en,pizza is delicious i can say it is one of the rare tastes prices are in the 200 300 range and one pizza is more than enough for two people if you are not very hungry the scenery is already gorgeous,41,41,197,3.8292682926829267,0.39999999999999997,0.6833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26043989658404426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815287665208962,0.0,0.0,0.3058877600108469,0.0,0.0,0.0,0.0,0.0,0.41702489314303326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2
Cafe Inn,Tugba Gunaydin,the vegan breakfast made me extremely happy it was nice,dataset/menu/cafe_inn_tugba_gunaydin.png,4,menu,en,the vegan breakfast made me extremely happy it was nice,10,10,55,4.6,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8203692399638887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5718341631286747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2
Cafe Inn,Can Ozdemir,whatever we ate was good the italian restaurant is the first thing that comes to mind apart from pizza and pasta ciger yahni was successful purslane salad presentations are successful taste point in datca,dataset/outdoor_atmosphere/cafe_inn_can_ozdemir.png,5,outdoor_atmosphere,en,whatever we ate was good the italian restaurant is the first thing that comes to mind apart from pizza and pasta ciger yahni was successful purslane salad presentations are successful taste point in datca,34,34,204,5.029411764705882,0.49000000000000005,0.5666666666666667,0.0,0.47564172436502794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3078230168589621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5311636798293191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5122817783382563,0.0,0.0,0.0,0.3666639676156903,0.0,0.0,0.0,0.0,0.0,1,2,2
Cafe Inn,Berk Basarir,very enjoyable beautiful place pizza salad food taste is great,dataset/taste/cafe_inn_berk_basarir.png,5,taste,en,very enjoyable beautiful place pizza salad food taste is great,10,10,62,5.3,0.7666666666666666,0.8433333333333334,0.0,0.0,0.0,0.0,0.4615753262193147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36564564812625294,0.0,0.0,0.4339584008395105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5030334863553181,0.30217442845006093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3472456061187435,0.0,0.0,0.0,0.0,0.0,1,3,2
Cafe Inn,Mert Ozer,its breakfast is more satisfying than the places around it,dataset/indoor_atmosphere/cafe_inn_mert_ozer.png,4,indoor_atmosphere,en,its breakfast is more satisfying than the places around it,10,10,58,4.9,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2
Cafe Inn,Kain Dijkman,nice intimate restaurant good service eye for detail clean really good food well presented,dataset/outdoor_atmosphere/cafe_inn_kain_dijkman.png,5,outdoor_atmosphere,en,nice intimate restaurant good service eye for detail clean really good food well presented,14,14,90,5.5,0.5133333333333333,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415749038072594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3070814449102066,0.0,0.48965791385477153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29288097716971623,0.0,0.0,0.0,0.0,0.0,0.390965793543023,0.0,0.0,0.4074465084621236,0.0,0.29739313234568276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2
